label,id,lat,lon,
Pelham Bay Park,601N,40.852462,-73.828121
Buhre Av,602N,40.84681,-73.832569
Middletown Rd,603N,40.843863,-73.836322
Westchester Sq-E Tremont Av,604N,40.839892,-73.842952
Zerega Av,606N,40.836488,-73.847036
Castle Hill Av,607N,40.834255,-73.851222
Parkchester,608N,40.833226,-73.860816
Hunts Point Av,613N,40.820948,-73.890549
3 Av-138 St,619N,40.810476,-73.926138
125 St,621N,40.804138,-73.937594
116 St,622N,40.798629,-73.941617
110 St,623N,40.79502,-73.94425
103 St,624N,40.7906,-73.947478
96 St,625N,40.785672,-73.95107
86 St,626N,40.779492,-73.955589
77 St,627N,40.77362,-73.959874
68 St-Hunter College,628N,40.768141,-73.96387
59 St,629N,40.762526,-73.967967
51 St,630N,40.757107,-73.97192
Grand Central-42 St,631N,40.751776,-73.976848
33 St,632N,40.746081,-73.982076
28 St,633N,40.74307,-73.984264
23 St,634N,40.739864,-73.986599
14 St-Union Sq,635N,40.734673,-73.989951
Astor Pl,636N,40.730054,-73.99107
Bleecker St,637N,40.725915,-73.994659
Spring St,638N,40.722301,-73.997141
Canal St,639N,40.718803,-74.000193
Brooklyn Bridge-City Hall,640N,40.713065,-74.004131
St Lawrence Av,609S,40.831509,-73.867618
Morrison Av-Soundview,610S,40.829521,-73.874516
Elder Av,611S,40.828584,-73.879159
Whitlock Av,612S,40.826525,-73.886283
