label,id,lat,lon,
Coney Island-Stillwell Av,D43N,40.577422,-73.981233
W 8 St-NY Aquarium,D42N,40.576127,-73.975939
Neptune Av,F39N,40.581011,-73.974574
Avenue X,F38N,40.58962,-73.97425
Avenue U,F36N,40.596063,-73.973357
Kings Hwy,F35N,40.603217,-73.972361
Avenue P,F34N,40.608944,-73.973022
Avenue N,F33N,40.61514,-73.974197
Bay Pkwy,F32N,40.620769,-73.975264
Avenue I,F31N,40.625322,-73.976127
18 Av,F30N,40.629755,-73.976971
Ditmas Av,F29N,40.636119,-73.978172
Church Av,F27N,40.644041,-73.979678
Fort Hamilton Pkwy,F26N,40.650782,-73.975776
15 St-Prospect Park,F25N,40.660365,-73.979493
7 Av,F24N,40.666271,-73.980305
4 Av-9 St,F23N,40.670272,-73.989779
Smith-9 Sts,F22N,40.67358,-73.995959
Carroll St,F21N,40.680303,-73.995048
Bergen St,F20N,40.686145,-73.990862
Jay St-MetroTech,A41N,40.692338,-73.987342
York St,F18N,40.701397,-73.986751
East Broadway,F16N,40.713715,-73.990173
Delancey St-Essex St,F15N,40.718611,-73.988114
2 Av,F14N,40.723402,-73.989938
Broadway-Lafayette St,D21N,40.725297,-73.996204
W 4 St-Wash Sq,D20N,40.732338,-74.000495
14 St,D19N,40.738228,-73.996209
23 St,D18N,40.742878,-73.992821
34 St-Herald Sq,D17N,40.749719,-73.987823
42 St-Bryant Pk,D16N,40.754222,-73.984569
47-50 Sts-Rockefeller Ctr,D15N,40.758663,-73.981329
57 St,B10N,40.763972,-73.97745
Lexington Av/63 St,B08N,40.764629,-73.966113
Roosevelt Island,B06N,40.759145,-73.95326
21 St-Queensbridge,B04N,40.754203,-73.942836
Jackson Hts-Roosevelt Av,G14N,40.746644,-73.891338
Forest Hills-71 Av,G08N,40.721691,-73.844521
75 Av,F07N,40.718331,-73.837324
Kew Gardens-Union Tpke,F06N,40.714441,-73.831008
Briarwood,F05N,40.709179,-73.820574
Sutphin Blvd,F04N,40.70546,-73.810708
Parsons Blvd,F03N,40.707564,-73.803326
169 St,F02N,40.71047,-73.793604
Jamaica-179 St,F01N,40.712646,-73.783817
