label,id,lat,lon,
St George,S31S,40.643748,-74.073643
Tompkinsville,S30S,40.636949,-74.074835
Stapleton,S29S,40.627915,-74.075162
Clifton,S28S,40.621319,-74.071402
Grasmere,S27S,40.603117,-74.084087
Old Town,S26S,40.596612,-74.087368
Dongan Hills,S25S,40.588849,-74.09609
Jefferson Av,S24S,40.583591,-74.103338
Grant City,S23S,40.578965,-74.109704
New Dorp,S22S,40.57348,-74.11721
Oakwood Heights,S21S,40.56511,-74.12632
Bay Terrace,S20S,40.5564,-74.136907
Great Kills,S19S,40.551231,-74.151399
Eltingville,S18S,40.544601,-74.16457
Annadale,S17S,40.54046,-74.178217
Huguenot,S16S,40.533674,-74.191794
Prince's Bay,S15S,40.525507,-74.200064
Pleasant Plains,S14S,40.52241,-74.217847
Richmond Valley,S13S,40.519631,-74.229141
Arthur Kill,S11S,40.516578,-74.242096
Tottenville,S09S,40.512764,-74.251961
