label,id,lat,lon,
Jamaica-179 St,F01S,40.712646,-73.783817
169 St,F02S,40.71047,-73.793604
Parsons Blvd,F03S,40.707564,-73.803326
Sutphin Blvd,F04S,40.70546,-73.810708
Briarwood,F05S,40.709179,-73.820574
Kew Gardens-Union Tpke,F06S,40.714441,-73.831008
75 Av,F07S,40.718331,-73.837324
Forest Hills-71 Av,G08S,40.721691,-73.844521
Jackson Hts-Roosevelt Av,G14S,40.746644,-73.891338
21 St-Queensbridge,B04S,40.754203,-73.942836
Roosevelt Island,B06S,40.759145,-73.95326
Lexington Av/63 St,B08S,40.764629,-73.966113
57 St,B10S,40.763972,-73.97745
47-50 Sts-Rockefeller Ctr,D15S,40.758663,-73.981329
42 St-Bryant Pk,D16S,40.754222,-73.984569
34 St-Herald Sq,D17S,40.749719,-73.987823
23 St,D18S,40.742878,-73.992821
14 St,D19S,40.738228,-73.996209
W 4 St-Wash Sq,D20S,40.732338,-74.000495
Broadway-Lafayette St,D21S,40.725297,-73.996204
2 Av,F14S,40.723402,-73.989938
Delancey St-Essex St,F15S,40.718611,-73.988114
East Broadway,F16S,40.713715,-73.990173
York St,F18S,40.701397,-73.986751
Jay St-MetroTech,A41S,40.692338,-73.987342
Bergen St,F20S,40.686145,-73.990862
Carroll St,F21S,40.680303,-73.995048
Smith-9 Sts,F22S,40.67358,-73.995959
4 Av-9 St,F23S,40.670272,-73.989779
7 Av,F24S,40.666271,-73.980305
15 St-Prospect Park,F25S,40.660365,-73.979493
Fort Hamilton Pkwy,F26S,40.650782,-73.975776
Church Av,F27S,40.644041,-73.979678
Ditmas Av,F29S,40.636119,-73.978172
18 Av,F30S,40.629755,-73.976971
Avenue I,F31S,40.625322,-73.976127
Bay Pkwy,F32S,40.620769,-73.975264
Avenue N,F33S,40.61514,-73.974197
Avenue P,F34S,40.608944,-73.973022
Kings Hwy,F35S,40.603217,-73.972361
Avenue U,F36S,40.596063,-73.973357
Avenue X,F38S,40.58962,-73.97425
Neptune Av,F39S,40.581011,-73.974574
W 8 St-NY Aquarium,D42S,40.576127,-73.975939
Coney Island-Stillwell Av,D43S,40.577422,-73.981233
